ID do Aluno,Marca - Unidade,Tentativa Final,Atendimento Final
1090109410,Escola Maris - Unidade C,Sim,Não
1090110010,Escola Maris - Unidade C,Sim,Não
1090110091,Escola Maris - Unidade C,Sim,Sim
109011010110,Escola Maris - Unidade C,Sim,Não
1090110111,Escola Maris - Unidade C,Sim,Sim
10901104101,Escola Maris - Unidade C,Sim,Não
10901104910,Escola Maris - Unidade C,Sim,Não
1090110194,Escola Maris - Unidade C,Sim,Não
1090111001,Escola Maris - Unidade C,Sim,Não
1090111019,Escola Maris - Unidade C,Sim,Não
109011140,Escola Maris - Unidade C,Sim,Sim
1090114010,Escola Maris - Unidade C,Sim,Não
109011400,Escola Maris - Unidade C,Sim,Sim
109011404,Escola Maris - Unidade C,Sim,Não
109011111,Escola Maris - Unidade C,Sim,Não
109011119,Escola Maris - Unidade C,Sim,Não
109011144,Escola Maris - Unidade C,Sim,Não
109011914,Escola Maris - Unidade C,Sim,Não
109010010,Escola Maris - Unidade C,Sim,Não
109010014,Escola Maris - Unidade C,Sim,Sim
109010104,Escola Maris - Unidade C,Sim,Não
109010109,Escola Maris - Unidade C,Sim,Não
109010191,Escola Maris - Unidade C,Sim,Não
1090104910,Escola Maris - Unidade C,Sim,Sim
109010409,Escola Maris - Unidade C,Sim,Sim
109010999,Escola Maris - Unidade C,Sim,Não
109011001,Escola Maris - Unidade C,Sim,Sim
10901110101,Escola Maris - Unidade C,Sim,Não
109011001,Escola Maris - Unidade C,Sim,Não
109011101,Escola Maris - Unidade C,Sim,Não
11010111100,Escola Maris - Unidade C,Sim,Sim
1101011904,Escola Maris - Unidade C,Sim,Não
1101014144,Escola Maris - Unidade C,Sim,Sim
1101014404,Escola Maris - Unidade C,Sim,Sim
1101014440,Escola Maris - Unidade C,Sim,Não
1101014444,Escola Maris - Unidade C,Sim,Não
1101014114,Escola Maris - Unidade C,Sim,Não
1101014904,Escola Maris - Unidade C,Sim,Não
1101014900,Escola Maris - Unidade C,Sim,Não
1101014910,Escola Maris - Unidade C,Sim,Não
1101014944,Escola Maris - Unidade C,Sim,Sim
1101014944,Escola Maris - Unidade C,Sim,Não
1101014941,Escola Maris - Unidade C,Sim,Não
1101014911,Escola Maris - Unidade C,Sim,Não
1101014014,Escola Maris - Unidade C,Sim,Não
11010141011,Escola Maris - Unidade C,Sim,Não
11010141010,Escola Maris - Unidade C,Sim,Não
11010141044,Escola Maris - Unidade C,Sim,Não
11010140109,Escola Maris - Unidade C,Sim,Não
1101014000,Escola Maris - Unidade C,Sim,Não
1101014044,Escola Maris - Unidade C,Sim,Não
1101014011,Escola Maris - Unidade C,Sim,Não
1101014449,Escola Maris - Unidade C,Sim,Não
1101014444,Escola Maris - Unidade C,Sim,Sim
1101014110,Escola Maris - Unidade C,Sim,Não
11010141011,Escola Maris - Unidade C,Sim,Sim
110100411,Escola Maris - Unidade C,Sim,Não
110110449,Escola Maris - Unidade C,Sim,Sim
1110401004,Escola Maris - Unidade C,Sim,Não
1110401010,Escola Maris - Unidade C,Sim,Não
111040040,Escola Maris - Unidade C,Sim,Não
111040044,Escola Maris - Unidade C,Sim,Não
111040010,Escola Maris - Unidade C,Sim,Não
1110400110,Escola Maris - Unidade C,Sim,Sim
111040091,Escola Maris - Unidade C,Sim,Sim
111040101,Escola Maris - Unidade C,Sim,Não
1110401100,Escola Maris - Unidade C,Sim,Não
1110401101,Escola Maris - Unidade C,Sim,Sim
111040110,Escola Maris - Unidade C,Sim,Sim
111040110,Escola Maris - Unidade C,Sim,Não
111040404,Escola Maris - Unidade C,Sim,Sim
111040409,Escola Maris - Unidade C,Sim,Sim
1110404410,Escola Maris - Unidade C,Sim,Não
111040444,Escola Maris - Unidade C,Sim,Não
111040441,Escola Maris - Unidade C,Sim,Sim
111040449,Escola Maris - Unidade C,Sim,Sim
111040410,Escola Maris - Unidade C,Sim,Não
111040414,Escola Maris - Unidade C,Sim,Sim
111040491,Escola Maris - Unidade C,Sim,Não
111040401,Escola Maris - Unidade C,Sim,Não
111040410,Escola Maris - Unidade C,Sim,Sim
111040411,Escola Maris - Unidade C,Sim,Sim
1110404410,Escola Maris - Unidade C,Sim,Sim
111040444,Escola Maris - Unidade C,Sim,Sim
111040449,Escola Maris - Unidade C,Sim,Não
111040494,Escola Maris - Unidade C,Sim,Não
111040190,Escola Maris - Unidade C,Sim,Sim
111014004,Escola Maris - Unidade C,Sim,Não
111014044,Escola Maris - Unidade C,Sim,Não
1110140410,Escola Maris - Unidade C,Sim,Não
111014091,Escola Maris - Unidade C,Sim,Não
111014094,Escola Maris - Unidade C,Sim,Não
1110141010,Escola Maris - Unidade C,Sim,Não
1110141019,Escola Maris - Unidade C,Sim,Não
1110141004,Escola Maris - Unidade C,Sim,Não
1110141049,Escola Maris - Unidade C,Sim,Não
1110141101,Escola Maris - Unidade C,Sim,Sim
111014111,Escola Maris - Unidade C,Sim,Não
111014141,Escola Maris - Unidade C,Sim,Sim
111014191,Escola Maris - Unidade C,Sim,Não
1110140010,Escola Maris - Unidade C,Sim,Não
111014001,Escola Maris - Unidade C,Sim,Não
111014004,Escola Maris - Unidade C,Sim,Sim
111014041,Escola Maris - Unidade C,Sim,Não
1110140410,Escola Maris - Unidade C,Sim,Sim
111014011,Escola Maris - Unidade C,Sim,Não
111014010,Escola Maris - Unidade C,Sim,Não
111014100,Escola Maris - Unidade C,Sim,Não
111014101,Escola Maris - Unidade C,Sim,Sim
111014104,Escola Maris - Unidade C,Sim,Não
111014119,Escola Maris - Unidade C,Sim,Não
111014149,Escola Maris - Unidade C,Sim,Sim
111014140,Escola Maris - Unidade C,Sim,Não
1110141410,Escola Maris - Unidade C,Sim,Não
1110144104,Escola Maris - Unidade C,Sim,Não
1110144101,Escola Maris - Unidade C,Sim,Não
111014409,Escola Maris - Unidade C,Sim,Não
111014440,Escola Maris - Unidade C,Sim,Não
111014441,Escola Maris - Unidade C,Sim,Não
111014410,Escola Maris - Unidade C,Sim,Não
111014419,Escola Maris - Unidade C,Sim,Não
111014414,Escola Maris - Unidade C,Sim,Sim
111014114,Escola Maris - Unidade C,Sim,Não
111014144,Escola Maris - Unidade C,Sim,Não
111014114,Escola Maris - Unidade C,Sim,Sim
111014190,Escola Maris - Unidade C,Sim,Sim
111014901,Escola Maris - Unidade C,Sim,Não
111014904,Escola Maris - Unidade C,Sim,Não
11101491010,Escola Maris - Unidade C,Sim,Não
1110149100,Escola Maris - Unidade C,Sim,Não
111014940,Escola Maris - Unidade C,Sim,Não
111014919,Escola Maris - Unidade C,Sim,Não
111011004,Escola Maris - Unidade C,Sim,Não
111011001,Escola Maris - Unidade C,Sim,Sim
1110110109,Escola Maris - Unidade C,Sim,Não
1110110110,Escola Maris - Unidade C,Sim,Não
111011040,Escola Maris - Unidade C,Sim,Não
111011049,Escola Maris - Unidade C,Sim,Sim
1110111011,Escola Maris - Unidade C,Sim,Sim
1110111040,Escola Maris - Unidade C,Sim,Sim
1110111100,Escola Maris - Unidade C,Sim,Não
111011114,Escola Maris - Unidade C,Sim,Sim
111011141,Escola Maris - Unidade C,Sim,Não
111011144,Escola Maris - Unidade C,Sim,Sim
1110110104,Escola Maris - Unidade C,Sim,Não
111011001,Escola Maris - Unidade C,Sim,Não
111011044,Escola Maris - Unidade C,Sim,Não
111011040,Escola Maris - Unidade C,Sim,Sim
1110111101,Escola Maris - Unidade C,Sim,Não
1110111109,Escola Maris - Unidade C,Sim,Não
111011111,Escola Maris - Unidade C,Sim,Não
11100144,Escola Maris - Unidade C,Sim,Não
11100141,Escola Maris - Unidade C,Sim,Não
11100409,Escola Maris - Unidade C,Sim,Sim
11100410,Escola Maris - Unidade C,Sim,Sim
11100491,Escola Maris - Unidade C,Sim,Não
111004101,Escola Maris - Unidade C,Sim,Não
11100411,Escola Maris - Unidade C,Sim,Não
11100414,Escola Maris - Unidade C,Sim,Não
11100444,Escola Maris - Unidade C,Sim,Não
11100441,Escola Maris - Unidade C,Sim,Não
11100419,Escola Maris - Unidade C,Sim,Sim
11100111,Escola Maris - Unidade C,Sim,Não
11100104,Escola Maris - Unidade C,Sim,Sim
11100149,Escola Maris - Unidade C,Sim,Não
111009100,Escola Maris - Unidade C,Sim,Não
11100941,Escola Maris - Unidade C,Sim,Não
11100941,Escola Maris - Unidade C,Sim,Sim
11100944,Escola Maris - Unidade C,Sim,Não
11100990,Escola Maris - Unidade C,Sim,Não
11101004,Escola Maris - Unidade C,Sim,Não
11101001,Escola Maris - Unidade C,Sim,Sim
111010100,Escola Maris - Unidade C,Sim,Sim
111010104,Escola Maris - Unidade C,Sim,Não
11101000,Escola Maris - Unidade C,Sim,Não
111010410,Escola Maris - Unidade C,Sim,Não
11101040,Escola Maris - Unidade C,Sim,Não
11101049,Escola Maris - Unidade C,Sim,Não
1110110410,Escola Maris - Unidade C,Sim,Não
111011101,Escola Maris - Unidade C,Sim,Sim
11101114,Escola Maris - Unidade C,Sim,Sim
11101114,Escola Maris - Unidade C,Sim,Não
111010010,Escola Maris - Unidade C,Sim,Não
11101000,Escola Maris - Unidade C,Sim,Sim
111010109,Escola Maris - Unidade C,Sim,Não
11101041,Escola Maris - Unidade C,Sim,Não
11101094,Escola Maris - Unidade C,Sim,Não
111011100,Escola Maris - Unidade C,Sim,Sim
11101404,Escola Maris - Unidade C,Sim,Sim
11101444,Escola Maris - Unidade C,Sim,Sim
11101441,Escola Maris - Unidade C,Sim,Não
11101491,Escola Maris - Unidade C,Sim,Não
11101419,Escola Maris - Unidade C,Sim,Não
11101404,Escola Maris - Unidade C,Sim,Não
111014109,Escola Maris - Unidade C,Sim,Sim
11101414,Escola Maris - Unidade C,Sim,Sim
11101411,Escola Maris - Unidade C,Sim,Sim
11101441,Escola Maris - Unidade C,Sim,Sim
11101410,Escola Maris - Unidade C,Sim,Não
11101110,Escola Maris - Unidade C,Sim,Não
111019100,Escola Maris - Unidade C,Sim,Não
111019110,Escola Maris - Unidade C,Sim,Não
11101911,Escola Maris - Unidade C,Sim,Não
11101911,Escola Maris - Unidade C,Sim,Sim
11101914,Escola Maris - Unidade C,Sim,Sim
11101941,Escola Maris - Unidade C,Sim,Não
11104014,Escola Maris - Unidade C,Sim,Não
11104040,Escola Maris - Unidade C,Sim,Não
111041000,Escola Maris - Unidade C,Sim,Sim
111041011,Escola Maris - Unidade C,Sim,Não
111041014,Escola Maris - Unidade C,Sim,Não
111041090,Escola Maris - Unidade C,Sim,Não
1110411010,Escola Maris - Unidade C,Sim,Não
11104101,Escola Maris - Unidade C,Sim,Não
11104144,Escola Maris - Unidade C,Sim,Sim
11104190,Escola Maris - Unidade C,Sim,Não
11104191,Escola Maris - Unidade C,Sim,Não
11104001,Escola Maris - Unidade C,Sim,Não
11104000,Escola Maris - Unidade C,Sim,Não
11104041,Escola Maris - Unidade C,Sim,Não
11104044,Escola Maris - Unidade C,Sim,Não
111041101,Escola Maris - Unidade C,Sim,Sim
11104119,Escola Maris - Unidade C,Sim,Sim
111044104,Escola Maris - Unidade C,Sim,Sim
11104401,Escola Maris - Unidade C,Sim,Não
11104411,Escola Maris - Unidade C,Sim,Não
11104404,Escola Maris - Unidade C,Sim,Não
11104414,Escola Maris - Unidade C,Sim,Não
11104444,Escola Maris - Unidade C,Sim,Não
11104419,Escola Maris - Unidade C,Sim,Sim
11104414,Escola Maris - Unidade C,Sim,Sim
11104490,Escola Maris - Unidade C,Sim,Sim
111041104,Escola Maris - Unidade C,Sim,Sim
11104111,Escola Maris - Unidade C,Sim,Não
11104194,Escola Maris - Unidade C,Sim,Sim
11104904,Escola Maris - Unidade C,Sim,Não
11104944,Escola Maris - Unidade C,Sim,Sim
11104949,Escola Maris - Unidade C,Sim,Não
10101004944,Escola Maris - Unidade C,Sim,Não
11104914,Escola Maris - Unidade C,Sim,Não
111049910,Escola Maris - Unidade C,Sim,Não
11104009,Escola Maris - Unidade C,Sim,Não
111040100,Escola Maris - Unidade C,Sim,Sim
111041041,Escola Maris - Unidade C,Sim,Não
111041010,Escola Maris - Unidade C,Sim,Sim
111041094,Escola Maris - Unidade C,Sim,Não
111041100,Escola Maris - Unidade C,Sim,Não
1110411010,Escola Maris - Unidade C,Sim,Sim
11104111,Escola Maris - Unidade C,Sim,Sim
11104141,Escola Maris - Unidade C,Sim,Não
11104110,Escola Maris - Unidade C,Sim,Sim
11104011,Escola Maris - Unidade C,Sim,Sim
11104090,Escola Maris - Unidade C,Sim,Não
11104114,Escola Maris - Unidade C,Sim,Não
11104149,Escola Maris - Unidade C,Sim,Sim
11104194,Escola Maris - Unidade C,Sim,Não
11104419,Escola Maris - Unidade C,Sim,Não
11104411,Escola Maris - Unidade C,Sim,Sim
111044010,Escola Maris - Unidade C,Sim,Sim
11104444,Escola Maris - Unidade C,Sim,Sim
111041104,Escola Maris - Unidade C,Sim,Não
111041110,Escola Maris - Unidade C,Sim,Não
11104900,Escola Maris - Unidade C,Sim,Não
11104941,Escola Maris - Unidade C,Sim,Não
111049410,Escola Maris - Unidade C,Sim,Não
11104910,Escola Maris - Unidade C,Sim,Não
11104010,Escola Maris - Unidade C,Sim,Sim
11104011,Escola Maris - Unidade C,Sim,Não
11104091,Escola Maris - Unidade C,Sim,Não
11104140,Escola Maris - Unidade C,Sim,Sim
11104144,Escola Maris - Unidade C,Sim,Não
11104014,Escola Maris - Unidade C,Sim,Sim
11104104,Escola Maris - Unidade C,Sim,Não
111049100,Escola Maris - Unidade C,Sim,Sim
11104991,Escola Maris - Unidade C,Sim,Sim
11101011,Escola Maris - Unidade C,Sim,Não
111011010,Escola Maris - Unidade C,Sim,Sim
1110110010,Escola Maris - Unidade C,Sim,Sim
111011009,Escola Maris - Unidade C,Sim,Sim
111011044,Escola Maris - Unidade C,Sim,Sim
11101104,Escola Maris - Unidade C,Sim,Não
11101141,Escola Maris - Unidade C,Sim,Não
11101001,Escola Maris - Unidade C,Sim,Não
11101111,Escola Maris - Unidade C,Sim,Sim
11101104,Escola Maris - Unidade C,Sim,Sim
11101141,Escola Maris - Unidade C,Sim,Sim
111011910,Escola Maris - Unidade C,Sim,Sim
11101400,Escola Maris - Unidade C,Sim,Não
11101410,Escola Maris - Unidade C,Sim,Sim
11101414,Escola Maris - Unidade C,Sim,Não
11101494,Escola Maris - Unidade C,Sim,Não
11101491,Escola Maris - Unidade C,Sim,Sim
11101449,Escola Maris - Unidade C,Sim,Não
11101494,Escola Maris - Unidade C,Sim,Sim
11101401,Escola Maris - Unidade C,Sim,Não
11101409,Escola Maris - Unidade C,Sim,Não
11101100,Escola Maris - Unidade C,Sim,Sim
11101144,Escola Maris - Unidade C,Sim,Não
11101140,Escola Maris - Unidade C,Sim,Não
11101144,Escola Maris - Unidade C,Sim,Sim
11101190,Escola Maris - Unidade C,Sim,Não
11101990,Escola Maris - Unidade C,Sim,Não
111090101,Escola Maris - Unidade C,Sim,Não
111090410,Escola Maris - Unidade C,Sim,Não
11109091,Escola Maris - Unidade C,Sim,Sim
111091011,Escola Maris - Unidade C,Sim,Sim
1110910410,Escola Maris - Unidade C,Sim,Sim
111091094,Escola Maris - Unidade C,Sim,Sim
11109104,Escola Maris - Unidade C,Sim,Não
11109140,Escola Maris - Unidade C,Sim,Não
11109141,Escola Maris - Unidade C,Sim,Não
11109004,Escola Maris - Unidade C,Sim,Não
11109014,Escola Maris - Unidade C,Sim,Não
11109014,Escola Maris - Unidade C,Sim,Sim
11109041,Escola Maris - Unidade C,Sim,Sim
11109040,Escola Maris - Unidade C,Sim,Sim
11109111,Escola Maris - Unidade C,Sim,Não
11109141,Escola Maris - Unidade C,Sim,Sim
11109149,Escola Maris - Unidade C,Sim,Não
11109191,Escola Maris - Unidade C,Sim,Não
11109449,Escola Maris - Unidade C,Sim,Não
11109411,Escola Maris - Unidade C,Sim,Sim
11109441,Escola Maris - Unidade C,Sim,Não
11109114,Escola Maris - Unidade C,Sim,Sim
11109110,Escola Maris - Unidade C,Sim,Sim
11109904,Escola Maris - Unidade C,Sim,Sim
11109914,Escola Maris - Unidade C,Sim,Não
11109914,Escola Maris - Unidade C,Sim,Sim
11109940,Escola Maris - Unidade C,Sim,Não
11109941,Escola Maris - Unidade C,Sim,Não
1111001010,Escola Maris - Unidade C,Sim,Não
11110014,Escola Maris - Unidade C,Sim,Não
11110094,Escola Maris - Unidade C,Sim,Sim
1111010104,Escola Maris - Unidade C,Sim,Não
111101019,Escola Maris - Unidade C,Sim,Não
1111010110,Escola Maris - Unidade C,Sim,Sim
111101041,Escola Maris - Unidade C,Sim,Não
11110114,Escola Maris - Unidade C,Sim,Não
11110004,Escola Maris - Unidade C,Sim,Não
11110104,Escola Maris - Unidade C,Sim,Não
11110141,Escola Maris - Unidade C,Sim,Não
11110141,Escola Maris - Unidade C,Sim,Sim
11110149,Escola Maris - Unidade C,Sim,Não
11110401,Escola Maris - Unidade C,Sim,Não
11110400,Escola Maris - Unidade C,Sim,Não
111104104,Escola Maris - Unidade C,Sim,Não
11110910,Escola Maris - Unidade C,Sim,Não
11110941,Escola Maris - Unidade C,Sim,Não
11110944,Escola Maris - Unidade C,Sim,Não
11110914,Escola Maris - Unidade C,Sim,Não
1111100010,Escola Maris - Unidade C,Sim,Não
111110000,Escola Maris - Unidade C,Sim,Sim
111110001,Escola Maris - Unidade C,Sim,Não
111110091,Escola Maris - Unidade C,Sim,Não
1111101001,Escola Maris - Unidade C,Sim,Sim
1111101010,Escola Maris - Unidade C,Sim,Não
1111101044,Escola Maris - Unidade C,Sim,Não
1111101044,Escola Maris - Unidade C,Sim,Sim
1111101094,Escola Maris - Unidade C,Sim,Não
111110111,Escola Maris - Unidade C,Sim,Não
111110019,Escola Maris - Unidade C,Sim,Não
111110101,Escola Maris - Unidade C,Sim,Não
111110110,Escola Maris - Unidade C,Sim,Não
111110119,Escola Maris - Unidade C,Sim,Não
111110141,Escola Maris - Unidade C,Sim,Sim
1111104110,Escola Maris - Unidade C,Sim,Sim
111110414,Escola Maris - Unidade C,Sim,Não
111110401,Escola Maris - Unidade C,Sim,Sim
111110440,Escola Maris - Unidade C,Sim,Não
111110490,Escola Maris - Unidade C,Sim,Sim
111110494,Escola Maris - Unidade C,Sim,Sim
111110404,Escola Maris - Unidade C,Sim,Sim
111110400,Escola Maris - Unidade C,Sim,Sim
111110114,Escola Maris - Unidade C,Sim,Não
111110104,Escola Maris - Unidade C,Sim,Sim
1111101110,Escola Maris - Unidade C,Sim,Sim
111110114,Escola Maris - Unidade C,Sim,Sim
111110140,Escola Maris - Unidade C,Sim,Não
111110914,Escola Maris - Unidade C,Sim,Não
111110944,Escola Maris - Unidade C,Sim,Não
1111109410,Escola Maris - Unidade C,Sim,Sim
1111109910,Escola Maris - Unidade C,Sim,Não
111110104,Escola Maris - Unidade C,Sim,Não
11111019,Escola Maris - Unidade C,Sim,Não
111111044,Escola Maris - Unidade C,Sim,Sim
111111044,Escola Maris - Unidade C,Sim,Não
111111041,Escola Maris - Unidade C,Sim,Não
111111014,Escola Maris - Unidade C,Sim,Sim
111111910,Escola Maris - Unidade C,Sim,Sim
111111910,Escola Maris - Unidade C,Sim,Não
11111041,Escola Maris - Unidade C,Sim,Não
11111109,Escola Maris - Unidade C,Sim,Não
11111409,Escola Maris - Unidade C,Sim,Não
11111401,Escola Maris - Unidade C,Sim,Não
11111449,Escola Maris - Unidade C,Sim,Não
111114110,Escola Maris - Unidade C,Sim,Sim
11111410,Escola Maris - Unidade C,Sim,Não
11111441,Escola Maris - Unidade C,Sim,Não
111114910,Escola Maris - Unidade C,Sim,Não
11111114,Escola Maris - Unidade C,Sim,Não
111119101,Escola Maris - Unidade C,Sim,Não
11111911,Escola Maris - Unidade C,Sim,Não
11111911,Escola Maris - Unidade C,Sim,Sim
11110011,Escola Maris - Unidade C,Sim,Sim
11110010,Escola Maris - Unidade C,Sim,Não
11110041,Escola Maris - Unidade C,Sim,Não
11110044,Escola Maris - Unidade C,Sim,Não
11110010,Escola Maris - Unidade C,Sim,Sim
11110094,Escola Maris - Unidade C,Sim,Não
111101004,Escola Maris - Unidade C,Sim,Sim
111101044,Escola Maris - Unidade C,Sim,Não
11110104,Escola Maris - Unidade C,Sim,Sim
111100100,Escola Maris - Unidade C,Sim,Sim
111100109,Escola Maris - Unidade C,Sim,Não
11110019,Escola Maris - Unidade C,Sim,Não
11110001,Escola Maris - Unidade C,Sim,Não
11110004,Escola Maris - Unidade C,Sim,Sim
11110044,Escola Maris - Unidade C,Sim,Sim
11110041,Escola Maris - Unidade C,Sim,Sim
111100910,Escola Maris - Unidade C,Sim,Sim
111101010,Escola Maris - Unidade C,Sim,Não
11110101,Escola Maris - Unidade C,Sim,Não
11110144,Escola Maris - Unidade C,Sim,Não
111101910,Escola Maris - Unidade C,Sim,Sim
111104104,Escola Maris - Unidade C,Sim,Sim
11110440,Escola Maris - Unidade C,Sim,Sim
11110441,Escola Maris - Unidade C,Sim,Não
11110491,Escola Maris - Unidade C,Sim,Não
111104110,Escola Maris - Unidade C,Sim,Sim
111104100,Escola Maris - Unidade C,Sim,Não
111104910,Escola Maris - Unidade C,Sim,Não
11110491,Escola Maris - Unidade C,Sim,Sim
11110110,Escola Maris - Unidade C,Sim,Sim
11110101,Escola Maris - Unidade C,Sim,Sim
11110109,Escola Maris - Unidade C,Sim,Não
11110110,Escola Maris - Unidade C,Sim,Não
11110111,Escola Maris - Unidade C,Sim,Não
11110119,Escola Maris - Unidade C,Sim,Não
11110901,Escola Maris - Unidade C,Sim,Sim
11111001,Escola Maris - Unidade C,Sim,Sim
111110100,Escola Maris - Unidade C,Sim,Não
11111011,Escola Maris - Unidade C,Sim,Não
111111014,Escola Maris - Unidade C,Sim,Não
111111091,Escola Maris - Unidade C,Sim,Sim
11111144,Escola Maris - Unidade C,Sim,Não
11111149,Escola Maris - Unidade C,Sim,Não
11111014,Escola Maris - Unidade C,Sim,Não
11111101,Escola Maris - Unidade C,Sim,Sim
11111104,Escola Maris - Unidade C,Sim,Não
11111141,Escola Maris - Unidade C,Sim,Não
11111411,Escola Maris - Unidade C,Sim,Não
11111414,Escola Maris - Unidade C,Sim,Não
11111444,Escola Maris - Unidade C,Sim,Não
11111440,Escola Maris - Unidade C,Sim,Não
11111419,Escola Maris - Unidade C,Sim,Não
111114101,Escola Maris - Unidade C,Sim,Sim
111114109,Escola Maris - Unidade C,Sim,Sim
11111491,Escola Maris - Unidade C,Sim,Não
11111100,Escola Maris - Unidade C,Sim,Não
11111101,Escola Maris - Unidade C,Sim,Não
1111111010,Escola Maris - Unidade C,Sim,Sim
111111101,Escola Maris - Unidade C,Sim,Não
11111104,Escola Maris - Unidade C,Sim,Sim
11111140,Escola Maris - Unidade C,Sim,Sim
111119101,Escola Maris - Unidade C,Sim,Sim
11111901,Escola Maris - Unidade C,Sim,Sim
11111914,Escola Maris - Unidade C,Sim,Não
111141041,Escola Maris - Unidade C,Sim,Sim
111141104,Escola Maris - Unidade C,Sim,Não
111140104,Escola Maris - Unidade C,Sim,Não
111140010,Escola Maris - Unidade C,Sim,Sim
11114041,Escola Maris - Unidade C,Sim,Não
11114014,Escola Maris - Unidade C,Sim,Sim
11114011,Escola Maris - Unidade C,Sim,Não
111140910,Escola Maris - Unidade C,Sim,Não
11114104,Escola Maris - Unidade C,Sim,Não
11114140,Escola Maris - Unidade C,Sim,Não
11114141,Escola Maris - Unidade C,Sim,Sim
111141110,Escola Maris - Unidade C,Sim,Sim
11114191,Escola Maris - Unidade C,Sim,Não
11114401,Escola Maris - Unidade C,Sim,Sim
11114401,Escola Maris - Unidade C,Sim,Não
11114449,Escola Maris - Unidade C,Sim,Não
11114419,Escola Maris - Unidade C,Sim,Não
11114444,Escola Maris - Unidade C,Sim,Sim
11114494,Escola Maris - Unidade C,Sim,Sim
11114111,Escola Maris - Unidade C,Sim,Não
11114141,Escola Maris - Unidade C,Sim,Não
11114911,Escola Maris - Unidade C,Sim,Não
11114009,Escola Maris - Unidade C,Sim,Não
111141004,Escola Maris - Unidade C,Sim,Não
1111410410,Escola Maris - Unidade C,Sim,Não
111141011,Escola Maris - Unidade C,Sim,Não
11114109,Escola Maris - Unidade C,Sim,Sim
11114114,Escola Maris - Unidade C,Sim,Não
11114194,Escola Maris - Unidade C,Sim,Não
111140010,Escola Maris - Unidade C,Sim,Não
11114000,Escola Maris - Unidade C,Sim,Não
11114014,Escola Maris - Unidade C,Sim,Não
11114044,Escola Maris - Unidade C,Sim,Sim
1111411010,Escola Maris - Unidade C,Sim,Não
11114110,Escola Maris - Unidade C,Sim,Sim
111144100,Escola Maris - Unidade C,Sim,Não
11114414,Escola Maris - Unidade C,Sim,Não
11114404,Escola Maris - Unidade C,Sim,Não
11114411,Escola Maris - Unidade C,Sim,Sim
111144410,Escola Maris - Unidade C,Sim,Não
11114494,Escola Maris - Unidade C,Sim,Não
111144010,Escola Maris - Unidade C,Sim,Não
111144100,Escola Maris - Unidade C,Sim,Sim
11114411,Escola Maris - Unidade C,Sim,Não
11114491,Escola Maris - Unidade C,Sim,Não
11114101,Escola Maris - Unidade C,Sim,Não
11114149,Escola Maris - Unidade C,Sim,Não
11114144,Escola Maris - Unidade C,Sim,Não
1111491010,Escola Maris - Unidade C,Sim,Não
11114944,Escola Maris - Unidade C,Sim,Não
111149410,Escola Maris - Unidade C,Sim,Sim
11114990,Escola Maris - Unidade C,Sim,Não
11114994,Escola Maris - Unidade C,Sim,Não
111140100,Escola Maris - Unidade C,Sim,Não
11114010,Escola Maris - Unidade C,Sim,Sim
11114101010,Escola Maris - Unidade C,Sim,Não
1111410101,Escola Maris - Unidade C,Sim,Não
1111410100,Escola Maris - Unidade C,Sim,Sim
1111410104,Escola Maris - Unidade C,Sim,Não
111141000,Escola Maris - Unidade C,Sim,Sim
111141041,Escola Maris - Unidade C,Sim,Não
1111410110,Escola Maris - Unidade C,Sim,Não
111141091,Escola Maris - Unidade C,Sim,Não
11114100,Escola Maris - Unidade C,Sim,Não
111140410,Escola Maris - Unidade C,Sim,Não
11114040,Escola Maris - Unidade C,Sim,Sim
11114011,Escola Maris - Unidade C,Sim,Sim
11114110,Escola Maris - Unidade C,Sim,Não
111144110,Escola Maris - Unidade C,Sim,Sim
11114444,Escola Maris - Unidade C,Sim,Não
11114414,Escola Maris - Unidade C,Sim,Sim
111144101,Escola Maris - Unidade C,Sim,Sim
11114440,Escola Maris - Unidade C,Sim,Não
11114490,Escola Maris - Unidade C,Sim,Não
111141100,Escola Maris - Unidade C,Sim,Não
111141410,Escola Maris - Unidade C,Sim,Sim
11114940,Escola Maris - Unidade C,Sim,Não
11114940,Escola Maris - Unidade C,Sim,Sim
11111010,Escola Maris - Unidade C,Sim,Sim
111111019,Escola Maris - Unidade C,Sim,Não
111111009,Escola Maris - Unidade C,Sim,Não
111111011,Escola Maris - Unidade C,Sim,Sim
111111094,Escola Maris - Unidade C,Sim,Não
111111091,Escola Maris - Unidade C,Sim,Não
11111110,Escola Maris - Unidade C,Sim,Não
111110410,Escola Maris - Unidade C,Sim,Não
11111041,Escola Maris - Unidade C,Sim,Sim
11111091,Escola Maris - Unidade C,Sim,Não
11111099,Escola Maris - Unidade C,Sim,Não
111111104,Escola Maris - Unidade C,Sim,Sim
11111111,Escola Maris - Unidade C,Sim,Não
11111119,Escola Maris - Unidade C,Sim,Não
11111194,Escola Maris - Unidade C,Sim,Não
11111441,Escola Maris - Unidade C,Sim,Sim
11111444,Escola Maris - Unidade C,Sim,Sim
111114910,Escola Maris - Unidade C,Sim,Sim
11111494,Escola Maris - Unidade C,Sim,Sim
11111499,Escola Maris - Unidade C,Sim,Não
11111411,Escola Maris - Unidade C,Sim,Sim
11111440,Escola Maris - Unidade C,Sim,Sim
111111104,Escola Maris - Unidade C,Sim,Não
11111110,Escola Maris - Unidade C,Sim,Sim
